book_a;book_b;count
0553583468;0399148639;4
0064471055;0439064864;4
0446603589;0440221471;4
0684835959;0743206045;4
087113795X;0061009059;4
087113795X;0060987103;4
0446603589;0440236673;4
0671011375;0553280341;4
0553569031;0446603929;4
0064471055;0590353403;4
0064471101;0156027321;4
0064410129;0064407683;4
0064410129;0064407691;4
0684835959;0446527033;4
0064471063;0439064864;4
0380817691;0425163407;4
0684835959;0446527017;4
0345370805;0385505833;4
0345370805;0590353403;4
0345370805;059035342X;4
0345370805;0609804138;4
0064471101;0064407683;4
0553583468;0316603287;4
0385509456;0375760911;4
0553569031;0446602612;4
0671011375;0553572997;4
0385509456;0345361792;4
0553583468;0553575538;4
0446603929;0425182878;4
0553583468;0553578022;4
0553583468;0553583441;4
0684835983;0316666343;4
1573229725;0679781587;4
0671011375;0345313860;4
0446603929;0553569031;4
0064407683;0786817070;4
0064471101;0380002930;4
0385509456;0743418174;4
0064471101;0451169530;4
0064471101;0439064864;4
0345370805;0060987103;4
0446603929;0425137562;4
0385509456;0679429220;4
0553285920;0451137965;4
0345370805;0060976845;4
0671011375;0399150897;4
087113795X;0842329129;4
0446603589;0553580930;4
0064471101;043935806X;4
0385509456;0679746048;4
0684835983;0316693200;4
0380817691;0553280341;4
0380817691;0553279912;4
0553285920;0446610038;4
0671011375;0425180638;4
0446603589;0385504209;4
087113795X;0375412530;4
087113795X;0316601950;4
0446603589;0446605239;4
087113795X;0375726403;4
0064407691;0064410129;4
1573229725;1400031354;4
0399149325;0316602051;4
1573229725;1400034779;4
0684835983;0399145087;4
0446603589;0345353145;4
0553569031;0380710218;4
0553569031;0380718340;4
0446603589;0345380371;4
0446603589;0345402871;4
0345366239;0312990456;4
0446602612;0446667900;4
0451181379;0451142934;4
0446602612;0446610038;4
0449912558;0142001740;4
1573229571;0446608955;4
0345366239;0060928336;4
0451181379;0451184963;4
0425155404;0425151867;4
1573229571;0446670251;4
0553569031;055356451X;4
0385508417;0142001740;4
0066214122;0452282152;4
0860074382;0380813815;4
0446602620;0446601241;4
034536676X;0380002930;4
034536676X;0375706771;4
0380820293;0375760911;4
034536676X;0060929790;4
0451181379;0451156609;4
0345366239;0142001430;4
0345366239;0156027321;4
0345366239;0312150601;4
034536676X;0060930535;4
034536676X;038549081X;4
0446602620;0446610038;4
0446602620;0446611808;4
0446602620;0446612790;4
0842342702;0446610038;4
0446604232;0380718340;4
0345366239;0553268880;4
0880381736;0439064864;4
0425155943;0440220602;4
0425155943;0425144429;4
0553583441;067102423X;4
0684835983;0743206045;4
0345369947;0451160525;4
0380820293;0312983867;4
0345366239;0440215625;4
0446602612;0553572997;4
0842342702;0671001795;4
0880381736;0440206154;4
0449912558;0156027321;4
0446602612;0553569031;4
0842342702;0743418174;4
0451180429;0786889608;4
0449912558;0060928336;4
0553583980;0553573209;4
1576737330;0385505833;4
0684835959;0425163407;4
0684835959;0425154092;4
0380817691;0345413873;4
0553583468;0446527041;4
0553583980;0515136530;4
0380817691;0449003787;4
0380817691;0449221512;4
0064407691;0786817070;4
0064471063;0590353403;4
0671011375;0451190521;4
0385509456;0671021001;4
0842373195;0316769487;4
0449911519;0452282152;4
0446602620;0312982518;4
0446602620;0316666343;4
0553583441;0515126772;4
0385508417;0316569321;4
0446604232;0316666343;4
0553583980;0515128554;4
0671011367;0425158616;4
0671011367;0425169863;4
0671011367;0425175405;4
0440221099;0316666343;4
0446602620;0451204891;4
0440221099;0446605239;4
0553568760;0316666343;4
0553287893;0345391802;4
0451180429;0446606189;4
0446604232;0312966970;4
0842342702;1558745157;4
0842373195;0316666343;4
0451180429;0553280341;4
0440221099;080410753X;4
0553584049;0156027321;4
0451180429;0446612790;4
0451180429;0446610038;4
0515130966;067976402X;4
0684857820;0553268880;4
0515130966;0671001795;4
0684857820;0609804138;4
0553289411;0425180638;4
0515130966;0671525743;4
0380820854;042518630X;4
0099747200;0449212602;4
0684857820;074343627X;4
0449912558;1558531025;4
0684857820;0671003755;4
0345350685;0451524934;4
0380820854;0515120618;4
0684862719;0316601950;4
0345350685;0452269571;4
0515130966;0446610038;4
0553584510;0385505833;4
042511774X;044021145X;4
042510687X;0743206029;4
0099771519;044023722X;4
0553583441;0312979096;4
0446604658;0066214122;4
042511774X;0440213525;4
0446600253;0380002930;4
0515130966;0553582143;4
0886777844;0345423402;4
0449912558;0385722206;4
0880381736;0590353403;4
0842342702;0312278586;4
0842342702;0312966091;4
0553583441;0446527041;4
0385510438;0312983271;4
0451183665;0440221471;4
0446604232;0446607193;4
0451183665;0440225701;4
0553584049;0515126772;4
0451183665;0446672211;4
0553584049;0515136530;4
0451183665;0440211727;4
0515130966;0515136530;4
0099747200;0553572997;4
042510687X;0743418174;4
0446602612;0312195516;4
0553584049;0515131229;4
0440221315;1558745157;4
0842332278;0842329277;4
0553584049;051513287X;4
0842332278;084232920X;4
0385510438;0786868716;4
0684857820;0440219078;4
0684857820;0440498058;4
0446600474;0385335830;4
0446600474;034541389X;4
0099747200;0312195516;4
0099747200;0345361792;4
0099747200;0316666343;4
055356773X;0446610038;4
0553285920;0553563521;4
0064407691;0440211727;4
0553285920;055357230X;4
0553285920;0553572202;4
042510687X;0842329129;4
0553583441;0375504397;4
0099387913;0671880314;4
0671004565;0671888587;4
0684853523;0440214041;4
0684853523;044021145X;4
006092988X;0684801523;4
0451173139;0440213525;4
0345354613;0345353145;4
0345354613;0345378482;4
0446600474;0446606189;4
0446600474;0446610038;4
0446600474;0446612545;4
0684853523;0345337662;4
0451099648;0375727345;4
0345350685;0142001740;4
0553583441;0316603287;4
0671004565;0671867172;4
0671004565;0671673688;4
0385507593;0316284955;4
0684853523;0684853507;4
0385507593;0385722206;4
0451173139;0451166892;4
0553583441;038550120X;4
0385507593;0399145672;4
0446600474;0425163407;4
0684853523;0451169522;4
0385507593;0449212602;4
0385507593;0451166892;4
0886773520;0345337662;4
0064407683;0439136350;4
0740704818;0425107469;4
0425152898;0440224675;4
0451190572;0451160525;4
0689817851;0684801523;4
0425152898;0440234743;4
0689817851;0553250426;4
0446611085;0375700757;4
0451190572;0451176464;4
0553802461;0375504397;4
0425152898;0425182878;4
0064401847;0618002227;4
0740704818;0385504209;4
0060935464;0375726403;4
0740704818;0375727345;4
0451190572;0451524934;4
0446527165;038533558X;4
0553802461;0515136530;4
0140254544;0312265867;4
0140254544;0312195516;4
0740704818;0446672211;4
081297106X;059035342X;4
0064401847;0440219078;4
0140254544;0060987561;4
0440224705;0553284789;4
0689817851;0671003755;4
0740704818;0312966970;4
0345314255;0451524934;4
0345314255;0451160525;4
0385503954;0385504209;4
0385503954;0345370775;4
0385503954;014023313X;4
0385503954;015100692X;4
0446527793;0375504397;4
0836218051;0836204387;4
0425153975;0345384350;4
055357227X;0446610038;4
0425153975;0345384369;4
0836218051;0836218620;4
0836218051;0439136350;4
0425153975;0345370775;4
0451190548;0684853507;4
0836204387;0836218051;4
0836204387;0836218221;4
006440188X;0439139597;4
0440224624;0425182878;4
0440224624;0440234743;4
0553580515;0316666343;4
0440224624;0440236673;4
006440188X;0439064864;4
0836204387;0836218787;4
006440188X;0440211263;4
006440188X;0440213525;4
0553801430;0446672211;4
0440224624;0440213525;4
0836204387;0836220889;4
0836204387;0836221362;4
0385503954;0060915544;4
0440224624;0553572997;4
0446611085;1558744150;4
0446527793;0425183971;4
006440188X;0440226430;4
055357227X;0446609404;4
0380978415;0380727501;4
0440224705;0345370775;4
0689817851;0385335482;4
0380978415;0671027360;4
0821769367;0515135739;4
0380978415;0449005615;4
0553289691;006000438X;4
0425119653;0440213525;4
0345318854;0316666343;4
0515127221;0440226430;4
0345318854;034530988X;4
055357227X;0425147622;4
0553802461;0399149848;4
0060935464;0060987529;4
0425119653;0425166619;4
0671004107;0812550706;4
0345318854;0441790348;4
0671004107;0441172717;4
0671004107;0399501487;4
0446611085;0385508042;4
0060935464;0312195516;4
0688177867;067976402X;4
006440188X;0064400557;4
0688177743;0312305060;4
0836218051;0836218787;4
0836218051;0836221362;4
0446527793;0553802488;4
0446530522;0156027321;4
0140179836;0312195516;4
0446611085;0425179672;4
0140179836;0316601950;4
0140179836;0142000205;4
0140179836;014023313X;4
0688177867;0446672211;4
006440188X;0061009059;4
0345318854;0440180295;4
0553802461;0399148639;4
0553802461;039914840X;4
0553802461;0399148248;4
0446527165;0440234743;4
0385512104;0156027321;4
0451190564;0451172817;4
0446611085;0446364193;4
0064401847;0440498058;4
0425119653;0451184963;4
0740704818;044021145X;4
0425152898;0425157539;4
0671004107;067976402X;4
0394223802;0446672211;4
0515127396;0515134384;4
0345325818;0345339681;4
0425119653;042513525X;4
0425119653;0425107469;4
0345325818;0345339703;4
0451190564;0451160525;4
0446611085;0446608815;4
0688177867;0316666343;4
0451190564;0451526341;4
055357227X;0425163407;4
0451190564;0451186362;4
0446527793;0553582747;4
0425118703;0971880107;4
0345348036;0316666343;4
038082101X;0316601950;4
0060931418;0316666343;4
0515130044;0312983271;4
0515130044;0312980140;4
0345348036;0060976845;4
0345348036;014029628X;4
038082101X;0452282829;4
0399150439;0316603287;4
0451124340;0671024248;4
0515129941;044021145X;4
0399150439;0316666343;4
0553584510;0786868716;4
084232920X;0060987561;4
0060932759;0452282152;4
0553569058;0060934417;4
0399150439;0385510438;4
0140067779;0060987561;4
038082101X;0385722206;4
038082101X;0385504209;4
0515130044;0425182878;4
055357227X;0440213525;4
0425119653;0345384350;4
0425119653;0345378490;4
0688177859;0452282829;4
0345325818;0375826688;4
0345325818;0590353403;4
0345325818;0440206154;4
0553802461;0316602906;4
0553802461;0316693006;4
0553801430;0440236703;4
0380973650;0679781587;4
0440224624;0399501487;4
0440224624;0385504209;4
0836217691;0836204387;4
0836217691;0836218221;4
0836217691;0836220889;4
055357227X;0446604801;4
0451190548;0670835382;4
0836204387;0836217691;4
055357227X;0446606189;4
0553582763;0553579754;4
0553582763;0553580191;4
0688177859;068484477X;4
0688177859;0684874350;4
0553801430;0743418174;4
055357227X;0440234743;4
0345334531;0345396936;4
0399150439;0316154059;4
0553580272;0439136369;4
0140143505;0679735909;4
0345334531;0345409671;4
0385512104;0060987103;4
055328942X;0553289411;4
0688177859;0375406530;4
055328942X;0553250531;4
0836204387;043935806X;4
0345334531;0345369947;4
0345334531;0345404319;4
0345334531;0345384466;4
0688177859;0312195516;4
0345335465;0345368932;4
0553801430;0553802488;4
0345335465;0345362861;4
0440224594;0440122090;4
0671004565;0515131229;4
0446603309;0553572997;4
0671011367;0446672211;4
0380818973;0767905202;4
042510687X;0440224675;4
0446604666;0671041789;4
0060934719;0345361792;4
0064407683;0064410129;4
0064472795;043935806X;4
0385508417;0786868716;4
0865471185;067976402X;4
0515132136;0553280368;4
0451180410;042513525X;4
0064472272;0786885688;4
0385508417;0786885688;4
0385508417;0971880107;4
0425109720;0425170349;4
1573229725;0060987103;4
0064472795;0385335482;4
0345368754;0451526341;4
0515132136;044023722X;4
0064407683;0064471101;4
0380818973;0688177751;4
0671011367;0446612790;4
0671011367;0446611212;4
0385509510;0385337116;4
0451180410;0446612545;4
0345368754;0380789019;4
0425155404;0553572997;4
1573229725;0060934417;4
0064407683;0060987103;4
0688177743;0743418174;4
0891073906;0891075275;4
0140185216;006101351X;4
0446530387;0316666343;4
0836218515;0060938455;4
0446604666;0671027360;4
0060934719;0380807343;4
0446604666;0670892963;4
1573226521;0451524934;4
0836218353;0836220889;4
0688177743;0671776134;4
0140179836;1573229326;4
0446604666;0670851086;4
0446604666;0553582135;4
0446604666;0679751602;4
0446530239;0385504209;4
0140185216;0385504209;4
0446530387;0312278586;4
0451180410;044021145X;4
0671011375;0312966091;4
0446603589;0061031410;4
0380818973;0345453387;4
0451180410;0316602906;4
0451180410;0316603287;4
0446603309;0671793489;4
0425155943;0345337662;4
0385509510;0316666343;4
0380818973;0385335830;4
0425155943;0440224675;4
0553568760;0440226430;4
0553568760;0446364193;4
0451180410;0515122491;4
0385508417;038079487X;4
0553287346;0553566040;4
0345368932;0345335465;4
0385508417;0375726403;4
0425109720;0553250426;4
0385508417;0446605239;4
0345368754;0156012197;4
0684841185;014029628X;4
0451180410;0671042262;4
0451180410;0553569910;4
0345368754;0060929871;4
0449911519;0375726403;4
042510687X;044021145X;4
0345339495;043935806X;4
014017737X;0140177396;4
1573227331;0312195516;4
042510687X;0446609404;4
0836218515;0894808249;4
0446530891;0385504209;4
044022425X;0440222656;4
0064405176;0440498058;4
0688170528;0375500510;4
042510687X;0446608955;4
0140179836;0425162443;4
0688170528;0142001740;4
0451190491;0670835382;4
0064405176;0446672211;4
0451190491;0670839531;4
0140143505;0871136791;4
0140177396;0440220602;4
044022425X;014028009X;4
0451190491;0684853507;4
0380973650;0316666343;4
0836218620;0439064864;4
0836218620;043935806X;4
0688163173;0316666343;4
0140143505;0684874350;4
0345338588;0345313151;4
0440224594;0446672211;4
0553801376;0446605239;4
0553801376;0446672211;4
1573227331;0060958022;4
0688177743;0385722206;4
0440224594;0440207770;4
0440224594;0440226430;4
0440224594;0440213290;4
0140179836;0316769487;4
0688177743;0345416260;4
0440224594;0061097101;4
0345338588;0380752859;4
0440224594;0671021001;4
0836218515;0316666343;4
0836218515;0316776963;4
0064405176;014131088X;4
0688177743;0452282829;4
0891075275;0891073906;4
0140185216;0802132952;4
0425118703;0743460529;4
0385503954;0671510053;4
0385503954;067976402X;4
0836218221;0836204387;4
0836218221;0836217691;4
0140186409;0439136350;4
0446530077;0842329129;4
0836218353;0440998050;4
0451190548;0451526341;4
0446530077;0061009059;4
0553801430;0375504397;4
0140186409;0345370775;4
0836218353;0061009059;4
0553801376;0786868716;4
0140177396;014017737X;4
0836218515;0553574663;4
0446530891;0316693200;4
044022425X;059035342X;4
0140177396;0446310786;4
0446530522;0786868716;4
0140177396;0451161343;4
0553801376;0446527785;4
1573226521;0312278586;4
055357227X;0449219364;4
0553801376;0743211375;4
0425118703;067102423X;4
0140177396;0316769487;4
0836218515;0553280368;4
0140177396;0312195516;4
0140177396;0142001740;4
0446530891;0316666343;4
0440223202;080411868X;4
0836218353;039480001X;4
0446602612;0440213525;4
0743203631;0385504209;4
0805019375;0399149155;4
0140265686;0060987561;4
0446527033;0385421982;4
0812550757;0345413377;4
0440225825;0425163385;4
0440225825;0399148639;4
0425152251;0316769487;4
0553293354;0345313860;4
038531258X;0767900383;4
0425152251;0156027321;4
0316969680;0385508042;4
0425152251;0142001740;4
0316969680;0316693251;4
0425121631;0345353145;4
0316969680;0316693235;4
0446527033;0316693200;4
0140265686;0345445848;4
0140481346;0399501487;4
0553289691;0375706771;4
0345313151;0440180295;4
0894805770;0312195516;4
0345313151;0441790348;4
0140481346;0446310786;4
0446527033;0425147622;4
1573225517;0060920084;4
0743203631;038079487X;4
0425122123;044021145X;4
0446527033;0385490992;4
0743203631;0385720467;4
1573225517;0060938455;4
0805019375;0425172546;4
0743225082;0316666343;4
0330262130;0156027321;4
0451203895;0316601950;4
0393319296;0439064872;4
0064400042;0312966091;4
0440225825;0316666343;4
0425152251;0385504209;4
0553293354;0553278746;4
0330262130;0064407667;4
0064400042;0312971346;4
0451203771;068484477X;4
055358099X;0446606189;4
0393319296;0385722192;4
0446525502;0446527785;4
0451203895;0140293248;4
0064400042;0316666343;4
0811802981;0385720106;4
0064400034;0345370775;4
0425152251;0060929871;4
0440225825;0446610038;4
089480829X;0316666343;4
0440225825;0446612545;4
0316969680;0316666343;4
038531258X;1400031362;4
0743224574;0142001740;4
0894808249;0385722206;4
0805063889;067976402X;4
038531258X;1400031354;4
0894805770;0345370775;4
0140265686;0446672211;4
0805036377;0142001740;4
0553802488;0553801430;4
0805019375;0805059555;4
0425122123;0425147584;4
0425122123;0425143325;4
0345313151;0618002227;4
0446527033;0446612790;4
0140440046;055321330X;4
0553289691;0385484518;4
0440224780;014028009X;4
0743206029;0345313860;4
0743206029;0345339681;4
1565122968;0375727345;4
034530988X;0451156609;4
1565122968;0375707972;4
0451191145;0142001740;4
0060936363;0452282152;4
1565122968;0345443284;4
0451191145;0345350499;4
0553802488;0553582747;4
0553572202;0345313860;4
0425122123;0425133540;4
0743206029;0316693324;4
0553572202;0345413881;4
034530988X;0452279178;4
0345313151;067102423X;4
1573225517;0316777730;4
0393317552;0449005615;4
1573225517;0380727501;4
0446527033;051513287X;4
0140265686;0316666343;4
0446527033;0345337662;4
042511984X;0425142485;4
042511984X;0425124347;4
0446527033;0440111811;4
042511984X;042513525X;4
042511984X;0425136981;4
0064400018;0064400026;4
042511984X;0425115801;4
042511984X;0425107469;4
0446527033;0446527017;4
0812551478;0345337662;4
0553802488;0446527793;4
0451205421;0440211727;4
0064400042;0385479565;4
0553292722;055356160X;4
0440225817;0425132048;4
0451203771;0515128554;4
0553292722;0446607657;4
0393319296;0060929871;4
0440225817;0316666343;4
0553292722;0553571885;4
0451205421;0345413903;4
0440225817;0449219364;4
0553292722;067976402X;4
0425152251;067976402X;4
0440225817;0425172546;4
0451205421;0425181103;4
0811801802;0446605239;4
0571081789;0345361792;4
038531292X;0515131229;4
0446523569;0446525537;4
0064400034;059035342X;4
0064400034;0590353403;4
0743225406;0061009059;4
0743225406;0070212570;4
0553572202;0679454470;4
0064400034;0440226430;4
0425151867;0425166619;4
0393319296;0316666343;4
0671002481;0316666343;4
1573221937;0140042598;4
074322535X;0743237188;4
0425151867;0425155404;4
0811801802;0446532231;4
0393319296;034538475X;4
0743225406;0316666343;4
0743225406;0316769487;4
0425105334;0451163524;4
0451149513;044021145X;4
0553562738;0446675059;4
0805063889;0399501487;4
0316789089;044021145X;4
0316789089;0440222656;4
0743225406;0375700757;4
0743225406;0446604801;4
0316789089;0375707972;4
0894808249;055321313X;4
0316789089;0385505833;4
0743225406;0451197747;4
038531292X;0553294903;4
0446604844;0971880107;4
1573221937;0375412530;4
0425151867;0553582747;4
0440225825;074343627X;4
038531292X;0375706771;4
0451203895;0375706771;4
038531292X;0842329242;4
0811802981;0312195516;4
0440225825;0553279556;4
0440225825;0553576801;4
089480829X;0312195516;4
0451203771;0440204194;4
0446520802;155874262X;4
1573221937;0670894605;4
0446604844;0671003755;4
0553572202;0553285920;4
0515122491;0842329242;4
0553562614;0385504209;4
0451203895;0385504209;4
0553293354;0380789019;4
0140254544;0316666343;4
0446604844;0671027360;4
0451204891;0446602620;4
0451149513;0316666343;4
0446520802;0743237188;4
0140328696;0679781587;4
0446525502;0446525537;4
0446520802;0786868716;4
0451205421;0553582747;4
0805063889;0316666343;4
0140328696;0439136350;4
0805063889;0345361792;4
0805063889;0060392452;4
0553582763;0375760911;4
0451147367;0671024248;4
0451147367;0671042858;4
0451205421;0440241073;4
0671003364;039914840X;4
0671003364;0399148248;4
0064400034;0312278586;4
0140328696;0375504613;4
055358099X;0515120618;4
0805036377;0449219461;4
1565122968;0385720106;4
0451191153;0385504209;4
0451191145;0399501487;4
0451191145;043935806X;4
0446519138;0375726403;4
0345303067;0316666343;4
0553802488;0743206045;4
0446519138;0316569321;4
0553572202;0385472951;4
0553802496;0316693006;4
0515126489;0446364193;4
0440224780;0385484518;4
0140270590;0060987561;4
0446527017;0399145087;4
0515126489;0440241073;4
0446519138;0316781142;4
0446525804;0399149155;4
042511984X;0553579754;4
0140270590;0345445848;4
0451191013;067102423X;4
0140257934;0375727345;4
0425122123;0446611212;4
0553802488;0316602906;4
080411868X;1573225789;4
0316781010;067976402X;4
0140257934;0385484518;4
0812967240;0060987103;4
0140257934;0060987561;4
0553802488;0316666343;4
0140257934;0446672211;4
0812575717;0439064864;4
0553802488;0316153915;4
0451149513;0743206029;4
0446527017;0553265741;4
0515126489;0425182878;4
0446527017;0385472951;4
0553802496;0316693200;4
0385498802;0452282152;4
0140257934;0440222656;4
0446527041;039914840X;4
0812570944;0743418174;4
0451207521;0451166892;4
055356160X;0743418174;4
0446527041;038533558X;4
0060976241;068484267X;4
0060976241;0679781587;4
0446527017;0684835959;4
0446527017;0425183971;4
0140386645;0440998050;4
0920668372;0836221362;4
0451191145;0804111359;4
0805036377;0553280368;4
0812548094;0345337662;4
0553802496;0375504397;4
0064400026;0064400018;4
0515126489;0440234743;4
0446527017;0345313860;4
0345303067;0671042858;4
0446525804;0399148639;4
0805036377;0399149155;4
0345301110;0679781587;4
0515126489;0440236673;4
0440224780;0786868716;4
0451206525;1400034779;4
0440224780;0743439740;4
0446527017;0671534718;4
0446525804;0316154059;4
0140270590;0312195516;4
0440224780;0440200563;4
0440224780;0440176484;4
0812548094;059035342X;4
0451191153;0451191145;4
0064400018;055321313X;4
0805036377;0553280341;4
0553561618;0312924585;4
0446527017;0316693251;4
0451191145;0452282152;4
0553802496;0066214122;4
0440224780;0440201926;4
0345303067;0441003257;4
042511984X;0671004573;4
0451191145;0451191153;4
0060964049;0671510053;4
0894805770;039480001X;4
0425122123;0385504209;4
0553561618;0312966970;4
0345303067;0446310786;4
034530988X;0345318854;4
0064400018;068484477X;4
034530988X;0345313151;4
0440224780;0440220602;4
0440224780;0440224764;4
0812548051;0345370775;4
0451206673;0446610542;4
0440224780;0440225701;4
0446527041;067101420X;4
1573225517;1573229326;4
0451191013;0441003257;4
0446527041;0553583441;4
0446610100;0609804138;4
0446527041;0553583468;4
0553582755;059035342X;4
0451191013;0451167317;4
0064401847;0060502258;4
0451191013;0451172817;4
0316781010;0449005615;4
0451191013;0451177096;4
0812967240;0786868716;4
0316781010;0452282152;4
0446527041;051513287X;4
0805019375;0553280341;4
0553572202;0312924585;4
0805019375;0449219461;4
0425122123;042510107X;4
0451191145;014029628X;4
0140265686;0385504209;4
0140265686;0385511612;4
0345313151;0345338588;4
1573225126;0446672211;4
0345313151;034530988X;4
0446519081;0142000205;4
0553802488;0553579754;4
1573225517;0446310786;4
0812570944;0316666343;4
0553580930;0345353145;4
042510687X;0375727345;4
0451191145;0345370775;4
0812967240;0312195516;4
0812967240;0151008116;4
0812967240;0142001740;4
0812565959;0812509250;4
0060976241;0446604666;4
0553289691;0345438329;4
0140258795;0345370775;4
0451207521;044023722X;4
0425152898;0425141233;4
0316781010;0060928336;4
0446527165;0312305060;4
0316781010;0312195516;4
0425152898;0425132048;4
0740704818;0671001795;4
0553581554;0425180638;4
0425152898;0425135020;4
0740704818;0553278355;4
0743206061;0743206045;4
038529929X;0345337662;4
038529929X;0345384466;4
0743206061;0743245520;4
0671003364;0671744216;4
0743206061;0743454529;4
0743206061;0786868716;4
0805059555;0553279912;4
0451197747;0440224675;4
038529929X;0316666343;4
089480829X;1558531025;4
0671003364;0553295977;4
0894805770;0684874350;4
0743211375;0312305060;4
0671003364;0553294903;4
044661064X;0316666343;4
089480829X;1558744150;4
0515125628;0515135739;4
0671003364;0553265741;4
0805059555;0553280341;4
0316782262;0316666343;4
0446520802;0316569321;4
0451197747;044023722X;4
0316782262;0316780812;4
0064400026;051511779X;4
0805062971;0060929871;4
0553802496;0671027360;4
0805059555;0805019375;4
0805062971;0060987103;4
0316782262;0385720106;4
0385314698;0385722206;4
0671003364;0515136530;4
0805062971;014028009X;4
0671003364;0515136379;4
0425152499;043935806X;4
0553563521;0345413903;4
0894805770;0842329129;4
0425152499;0439139597;4
0515124893;0553294903;4
1573222267;0375727132;4
089480829X;0684872153;4
0812509250;0812565959;4
0515124893;0553295977;4
0451197747;0449005615;4
0805062971;0316776963;4
038529929X;0399145087;4
0060964049;0375727345;4
0805062971;0345337662;4
0446520802;0375504397;4
0515124893;0515120618;4
0451197747;0743225406;4
0446604844;0440234743;4
0425120279;0385504209;4
0385498721;0440204887;4
0451197747;0452282829;4
0385314698;0312195516;4
0385497466;037570504X;4
0451202341;0671003755;4
0451197747;0684801523;4
0553569155;0345337662;4
0446604844;0440221471;4
0446525537;0671003755;4
0811825558;0345422317;4
0385497466;0842329129;4
0451147367;0451142934;4
0451147367;0451151259;4
0805062971;0439139600;4
0330367358;0743418174;4
0805062971;0440180295;4
0446525537;0385504209;4
0446525537;0439139597;4
0385498721;0312966091;4
0385498721;0312195516;4
0446525537;0446531332;4
0446525537;0446527793;4
0446525537;0385505833;4
0894805770;1558531025;4
0140280464;0316666343;4
0140280464;0385504209;4
0385498721;0316666343;4
0385498721;0060938455;4
1573222267;014023313X;4
0385497466;0375727345;4
0553562738;0812550706;4
0553562738;0804106304;4
0553561618;0515132020;4
0140280553;038548951X;4
0811811409;0811801802;4
0446604844;0446606324;4
0425105334;0425143325;4
0140280553;0375706771;4
014034294X;0439136350;4
0064400034;0064400026;4
0446525502;0671041789;4
0894808249;0312195516;4
0140282033;0440224675;4
0385494246;0312195516;4
0140280553;0316666343;4
0446525502;067976402X;4
055358099X;0553295977;4
0811811409;0440998050;4
0894808249;0312980140;4
0811811409;0385504209;4
0842329277;0842332278;4
0385507607;0399148027;4
0385507607;0316666343;4
0385507607;0385722206;4
0446600660;0671027360;4
0345354621;0345402871;4
006092988X;0452282152;4
0842329285;0440214041;4
0345354621;0451137965;4
0553584049;0446606189;4
0842332340;0842329129;4
0842332340;0842329242;4
0446602612;0440224764;4
0345362861;0345384911;4
0842332340;0842332251;4
0446602612;0380710218;4
0446602612;0380718332;4
0345362861;0345350499;4
0345362861;0345335465;4
0446600474;0842329129;4
0515124893;0515121843;4
0385507607;0446610038;4
0385507607;0446672211;4
0425116840;0425133540;4
0425116840;0399501487;4
0515124893;0553272837;4
0515124893;0515132020;4
0515124893;0515128546;4
0515124893;0515127833;4
0515124893;0515126772;4
0425116840;0440224675;4
0425116840;0440221471;4
006092988X;037582233X;4
006092988X;0380002930;4
0345354621;080410526X;4
0385507607;0060987561;4
0446600660;0439139597;4
0385507607;0679746048;4
0385507607;067976402X;4
0385507607;0679781587;4
006092988X;0312195516;4
0553584049;0743411269;4
0553584049;0743437640;4
1573221937;0385729332;4
0064400034;0439064864;4
0571081789;0140298479;4
1573221937;0060987529;4
074322535X;0446605239;4
0894808249;0836218515;4
074322535X;0671021001;4
074322535X;0671003755;4
0316789844;015600710X;4
0553572202;055357230X;4
0515122491;0553579754;4
074322535X;0156027321;4
0553572202;055357227X;4
0811801802;080410753X;4
0894808249;0842329242;4
0425151867;044021145X;4
0553562738;0385720106;4
0425105334;0671042858;4
0425105334;067102423X;4
051512608X;0425191583;4
051512608X;0425189031;4
034529873X;0345384911;4
0553293354;0618002227;4
0515122491;0451180410;4
0451203895;0671003755;4
0515122491;0515118656;4
0446523569;0553213148;4
0064400026;0064400034;4
0385494246;0316096199;4
0553293354;0441790348;4
0807083054;0316601950;4
0385494246;0743418174;4
0553562738;015100692X;4
0553562738;0156027321;4
0807083054;067976402X;4
0553562738;0312195516;4
1573221937;0312278586;4
0553562614;0553281747;4
0451149513;0345313860;4
0515122491;0312990456;4
0064400034;0671534718;4
0425151867;0425121631;4
0515122491;0385504209;4
0451204530;0425154092;4
0446523569;0440222656;4
0515122491;0515133302;4
0515122491;051513287X;4
0553572202;0553572326;4
0425151867;0312924585;4
0446523569;0385505833;4
0140296298;0316666343;4
0451149513;034538475X;4
0385494246;0449005615;4
0743206045;0316666343;4
0812511816;0440215625;4
0425119920;0345353145;4
0425119920;0425107469;4
0425119920;0425124347;4
0140276904;0064472272;4
0140276904;0312278586;4
0553563521;0553285920;4
0812511816;0451172817;4
0812511816;0439064864;4
0140270590;0446672211;4
0812513738;0380752859;4
0553802496;0385508042;4
0385315236;0345313860;4
0553802496;0385510438;4
0553580930;0440221471;4
0743206045;0446527041;4
0812511816;0439136350;4
0743206045;0446611867;4
0440224853;0446672211;4
0451202341;0375727345;4
0451149513;0451153553;4
0451202341;0375707972;4
0451202341;038079487X;4
0894805770;0842329250;4
0920668372;043935806X;4
0743206045;0553802488;4
0060964049;0452269571;4
0140386645;014029628X;4
0812511816;0345350499;4
0805059555;0399147195;4
014038572X;0767902521;4
0743206045;0684835959;4
014038572X;0449221482;4
0553561618;044022165X;4
0425120279;0312265867;4
