Title,Cluster
Star Trek IV: The Voyage Home,0
Scream 2,0
Rocky Balboa,1
Old School,0
Think Like a Man Too,0
The Whole Nine Yards,0
Footloose,0
The Fisher King,0
I Still Know What You Did Last Summer,1
Return to Me,4
The Men Who Stare at Goats,0
Zack and Miri Make a Porno,0
Double Take,0
Nurse Betty,0
"Girl, Interrupted",0
Piranha 3D,3
Faster,5
Win a Date with Tad Hamilton!,0
Muppets from Space,2
The Wiz,5
Ready to Rumble,0
I Don't Know How She Does It,0
Play It to the Bone,0
Beyond the Sea,0
Meet the Deedles,0
The Thief and the Cobbler,0
The Bridge of San Luis Rey,0
Zombieland,2
The Waterboy,0
The Naked Gun 2½: The Smell of Fear,0
Bad Boys,0
Final Destination,2
The Ides of March,5
Pitch Black,0
Someone Like You...,2
Her,0
Joy Ride,4
Haywire,0
Anywhere But Here,0
Vanity Fair,0
Jaws: The Revenge,2
The Crew,0
Marvin's Room,0
The Longshots,1
The End of the Affair,0
Harley Davidson and the Marlboro Man,0
In the Valley of Elah,0
Coco Before Chanel,1
Chéri,1
Forsaken,0
Bodyguards and Assassins,3
Spaceballs,0
1408,0
The Water Diviner,5
Ghost,4
There's Something About Mary,0
The Santa Clause,0
The Game Plan,5
The Rookie,0
The Bridges of Madison County,0
Son of God,1
The Animal,2
The Hundred-Foot Journey,2
Underworld,0
The Net,0
Diary of a Wimpy Kid: Dog Days,0
I Am Sam,2
Derailed,0
The Informant!,1
Delivery Man,5
"Hail, Caesar!",0
Jay and Silent Bob Strike Back,1
Shadowlands,0
Our Kind of Traitor,0
Deuce Bigalow: European Gigolo,0
Mad Money,0
Homefront,2
Saving Silverman,4
Summer of Sam,0
The Glass House,5
The Transporter Refueled,0
Josie and the Pussycats,3
Hit and Run,1
The Little Vampire,0
I Heart Huckabees,0
Out of the Furnace,0
RoboCop 3,0
Dudley Do-Right,0
Megiddo: The Omega Code 2,0
Darling Lili,0
The Libertine,1
Black Book,0
Before I Go to Sleep,4
Stone,0
Joyeux Noel,0
Underdogs,4
Sorcerer,0
Molière,4
Michael Clayton,0
Arlington Road,0
My Fellow Americans,0
To Rome with Love,1
Silver Linings Playbook,2
"South Park: Bigger, Longer & Uncut",0
Firefox,0
Death at a Funeral,2
Teenage Mutant Ninja Turtles III,1
Hardball,5
For Colored Girls,0
Freedom Writers,4
The Transporter,0
Never Back Down,0
Tinker Tailor Soldier Spy,0
The Rage: Carrie 2,3
Swing Vote,0
Away We Go,2
Moonlight Mile,4
The Beaver,0
Molly,0
Bitter Harvest,4
eXistenZ,0
The Best Little Whorehouse in Texas,0
Pulse,3
Beauty and the Beast,4
Home Alone 2: Lost in New York,0
Close Encounters of the Third Kind,2
Beverly Hills Cop II,0
The Conjuring,2
Bringing Down the House,4
Wayne's World,0
Jackass 3D,0
Jaws 2,0
Beverly Hills Chihuahua,0
Are We There Yet?,4
The Descendants,0
School of Rock,0
Mortal Kombat,0
White Chicks,0
Holes,0
Madea's Witness Protection,2
The Last Song,0
Drumline,0
Me Before You,0
Bad Moms,0
Edward Scissorhands,0
Selma,0
The French Connection,0
Date Movie,0
Return to Never Land,0
The Jungle Book 2,0
Premonition,0
Boogeyman,4
The Tigger Movie,2
Max,2
Orphan,0
Lakeview Terrace,0
The Grudge 2,4
How Stella Got Her Groove Back,0
Man of the Year,0
Risen,0
Vampires Suck,0
The Black Hole,0
The American,5
Selena,1
A Very Harold & Kumar 3D Christmas,0
Texas Chainsaw 3D,4
Babel,0
This Is Where I Leave You,0
Doubt,4
Team America: World Police,0
Copycat,5
Scary Movie 5,0
She's Out of My League,5
Milk,1
Paint Your Wagon,0
The Debt,0
Ghost Ship,0
Daybreakers,0
The Bank Job,0
Wild Things,0
The Stepfather,0
Nerve,0
High Fidelity,0
Stick It,0
One Missed Call,0
Eye for an Eye,4
Street Kings,5
The World's End,0
From Dusk Till Dawn,0
You Again,4
Nancy Drew,0
Alpha and Omega,4
Endless Love,1
The Covenant,4
Monte Carlo,4
Stay Alive,3
Quigley Down Under,0
To Die For,3
Shorts,4
Vampires,0
Appaloosa,4
Secret in Their Eyes,0
Reign Over Me,2
My Best Friend's Girl,0
Georgia Rule,4
Under the Rainbow,3
Ladyhawke,0
Simon Birch,4
Pooh's Heffalump Movie,0
School for Scoundrels,4
Silent Hill: Revelation,0
Home for the Holidays,2
Kung Fu Hustle,0
The Country Bears,2
21 Grams,0
Armored,3
The Kite Runner,2
Paparazzi,3
A Guy Thing,4
The Greatest Story Ever Told,1
Loser,0
Capitalism: A Love Story,5
Lockout,0
What's Your Number?,4
The Man Who Knew Too Little,0
Crank: High Voltage,0
Burnt,0
Envy,0
One Night with the King,1
Bullets Over Broadway,0
Ghost Town,0
The Quiet American,4
Triple 9,0
The Weather Man,0
Undisputed,0
12 Rounds,0
Let Me In,4
3 Ninjas Kick Back,0
Be Kind Rewind,0
Mrs Henderson Presents,0
Deconstructing Harry,0
Three to Tango,4
We're No Angels,0
Everyone Says I Love You,4
Death Sentence,2
Everybody's Fine,2
Battle of the Year,0
The Man,0
Code Name: The Cleaner,0
Inherent Vice,0
Connie and Carla,0
Machete Kills,1
Sweet Charity,4
Doogal,0
An American Carol,5
Willard,4
Strange Wilderness,0
Little Boy,5
Topsy-Turvy,1
Chasing Mavericks,4
A Most Violent Year,2
A Dangerous Method,0
A Scanner Darkly,5
Bandslam,0
Birth,4
Passchendaele,1
Flash of Genius,0
I'm Not There.,0
The Cold Light of Day,2
The Brothers Bloom,1
"Synecdoche, New York",0
Bon voyage,5
My All-American,0
Can't Stop the Music,1
The Proposition,0
Marci X,0
Dylan Dog: Dead of Night,1
The Children of Huang Shi,3
The Yards,0
All Good Things,0
By the Sea,0
Steamboy,0
The Game of Their Lives,2
Rapa Nui,0
The Tempest,0
CJ7,0
Les couloirs du temps: Les visiteurs II,0
People I Know,0
Regression,4
Zambezia,4
Three Kingdoms: Resurrection of the Dragon,0
The Touch,0
Survivor,0
Shattered,0
Ramanujan,0
Dwegons and Leprechauns,2
The History of Love,1
Hands of Stone,1
Fight Valley,4
The Baader Meinhof Complex,3
The Painted Veil,0
The Frozen Ground,5
The Devil's Double,0
Dances with Wolves,0
Scream,0
Bad Teacher,0
Sea of Love,4
Just Married,4
I Can Do Bad All by Myself,4
A Cinderella Story,0
Thir13en Ghosts,2
House on Haunted Hill,5
The Crazies,0
The Switch,0
Leap Year,0
The Book Thief,4
Thomas and the Magic Railroad,0
The Bounty,1
Sex Drive,0
Firestorm,0
Take Me Home Tonight,0
Won't Back Down,0
The Fall of the Roman Empire,1
The Nutcracker,0
Kansas City,0
Out of Inferno,0
Land of the Dead,1
Indignation,0
The Amityville Horror,0
Adaptation.,1
The Invention of Lying,0
Fear and Loathing in Las Vegas,5
Left Behind,3
Neighbors,2
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,0
The Mask,0
Big,2
Legally Blonde,0
Mean Girls,1
Star Trek III: The Search for Spock,0
The Exorcism of Emily Rose,4
Deuce Bigalow: Male Gigolo,5
Barbershop 2: Back in Business,0
The Family Stone,5
Bad Santa,0
Predator,0
My Big Fat Greek Wedding 2,2
Austin Powers: International Man of Mystery,0
Diary of a Wimpy Kid: Rodrick Rules,0
Prom Night,0
Soul Surfer,0
Under the Tuscan Sun,0
Birdman or (The Unexpected Virtue of Ignorance),0
Peggy Sue Got Married,0
Gosford Park,1
Blue Jasmine,0
United 93,0
Honey,0
The Fog,0
Spy Hard,0
Conan the Destroyer,3
Love the Coopers,2
Catch-22,0
Observe and Report,0
Love Happens,0
Fame,5
Young Sherlock Holmes,0
127 Hours,5
Small Time Crooks,0
Center Stage,3
Catch That Kid,0
Steve Jobs,1
Life as a House,0
Youth in Revolt,0
And So It Goes,0
"I Love You, Beth Cooper",0
Blow Out,0
The Tailor of Panama,0
The Legend of the Lone Ranger,1
Labor Day,0
Getaway,0
The Ice Storm,0
Being Julia,0
Troop Beverly Hills,0
9½ Weeks,4
The Last Station,0
Dragonslayer,4
Ed Wood,5
Mongol: The Rise of Genghis Khan,1
RocknRolla,0
Megaforce,0
Mao's Last Dancer,0
Hamlet,0
The Railway Man,0
Restoration,4
Midnight Special,0
Metallica Through the Never,4
Anything Else,0
The White Ribbon,0
The Wraith,0
The Salton Sea,2
The Informers,0
One Man's Hero,3
Renaissance,0
I Come with the Rain,0
I Am Wrath,3
Day of the Dead,3
The Prince,0
Wolves,2
T2 Trainspotting,2
Red Sonja,2
Red Lights,0
Superbad,0
Madea Goes to Jail,0
Step Up 2: The Streets,0
Hoodwinked!,0
Hitman,3
Beerfest,0
Black Nativity,0
City of Ghosts,0
The Others,2
Let's Be Cops,0
I Know What You Did Last Summer,2
My Fair Lady,0
Sideways,0
The Best Man Holiday,0
Pitch Perfect,1
Halloween,0
Evil Dead,0
Saw 3D: The Final Chapter,3
"McFarland, USA",2
The Hills Have Eyes,3
40 Days and 40 Nights,4
Good Boy!,5
Smokin' Aces,0
A Night at the Roxbury,1
Beastly,0
Brooklyn's Finest,0
Lottery Ticket,4
Dickie Roberts: Former Child Star,2
ATL,1
Summer Catch,2
A Simple Plan,0
Larry the Cable Guy: Health Inspector,0
They,0
The Adventures of Elmo in Grouchland,0
Superman IV: The Quest for Peace,1
55 Days at Peking,0
My Life in Ruins,0
American Dreamz,4
How She Move,0
Running Scared,0
The Apparition,0
Bobby Jones: Stroke of Genius,0
Shanghai Surprise,0
The Illusionist,4
Roar,2
Veronica Guerin,5
Southland Tales,0
Escobar: Paradise Lost,4
Dragon Hunters,0
Damnation Alley,3
The Young Messiah,2
Fur: An Imaginary Portrait of Diane Arbus,2
My Girl,4
Wall Street,4
Sense and Sensibility,1
Becoming Jane,4
House of Sand and Fog,5
Sydney White,0
Arn: The Knight Templar,0
Dumb and Dumber,1
When Harry Met Sally...,0
Road Trip,0
The Verdict,0
Varsity Blues,0
Moonrise Kingdom,4
The Artist,4
The Unborn,4
The Master of Disguise,5
The Texas Chainsaw Massacre: The Beginning,0
The Roommate,0
See Spot Run,0
Double Impact,0
Baby Boy,4
Joe Dirt,2
The Women,0
Hot Fuzz,0
Vicky Cristina Barcelona,0
Boys and Girls,0
Remember Me,0
White Oleander,0
Jennifer's Body,0
Drowning Mona,4
Radio Days,2
How to Deal,0
Soul Plane,0
My Stepmother Is an Alien,5
Philadelphia,0
The Thirteenth Floor,0
The Cookout,0
Meteor,1
Highlander,5
Hollywood Ending,0
Duets,0
Detroit Rock City,0
Things We Lost in the Fire,2
The Homesman,0
Trance,5
The Immigrant,5
Steel,0
The White Countess,2
Welcome to the Sticks,2
Enter the Void,0
Good,1
Vamps,0
Tidal Wave,0
Zulu,4
Juwanna Mann,4
Ararat,4
Slow Burn,0
Madison,0
The Yellow Handkerchief,0
Wasabi,2
Slither,0
Home Alone,5
Beverly Hills Cop,0
Top Gun,4
Tootsie,4
3 Men and a Baby,0
"Crouching Tiger, Hidden Dragon",4
Twins,0
Bad Grandpa,0
The Color Purple,4
Beetlejuice,2
Mama,2
Private Benjamin,4
Coal Miner's Daughter,0
Diary of a Wimpy Kid,1
National Lampoon's Vacation,1
The Queen,2
Why Did I Get Married?,2
The Woman in Black,4
Little Women,1
When a Stranger Calls,0
Big Fat Liar,4
Cop Land,1
Wag the Dog,0
The Lizzie McGuire Movie,0
Snitch,0
Krampus,2
End of Watch,4
The Faculty,0
What's Love Got to Do with It,1
Not Another Teen Movie,0
Wild,0
The Theory of Everything,0
Drive,0
The Skulls,1
Malibu's Most Wanted,0
All About Steve,0
Where the Heart Is,0
Halloween II,0
The Last House on the Left,2
Because of Winn-Dixie,4
The Wedding Date,0
Halloween: Resurrection,0
The Great Debaters,0
When the Game Stands Tall,1
Confessions of a Teenage Drama Queen,2
The Object of My Affection,0
28 Weeks Later,0
Grosse Pointe Blank,0
Love & Basketball,0
Book of Shadows: Blair Witch 2,3
Boogie Nights,1
Ramona and Beezus,5
The November Man,5
The Craft,0
Match Point,0
The Remains of the Day,0
Nowhere to Run,4
Urban Legends: Final Cut,0
The Place Beyond the Pines,0
Flicka,2
The Hills Have Eyes II,3
Keanu,0
Country Strong,0
Tuck Everlasting,4
The Marine,3
Disturbing Behavior,1
A Most Wanted Man,0
The Hurt Locker,0
Eye of the Beholder,0
The Man with the Iron Fists,0
Firestarter,0
Killing Them Softly,0
Freddy Got Fingered,5
One Day,2
De-Lovely,0
Whip It,0
The Pirates Who Don't Do Anything: A VeggieTales Movie,0
U2 3D,0
Highlander: Endgame,0
Idlewild,0
Confidence,0
Knockaround Guys,1
The Muse,0
Barney's Great Adventure,0
New York Stories,4
Home Fries,2
Here on Earth,0
Raise Your Voice,0
Brazil,0
Black Snake Moan,4
Dark Blue,0
Peeples,0
A Mighty Heart,0
Listening,0
Whatever It Takes,0
Boat Trip,0
The Importance of Being Earnest,0
The Love Letter,0
Hoot,2
In Bruges,0
Promised Land,0
Mulholland Drive,4
The Rocker,1
Post Grad,2
Whatever Works,0
The In Crowd,4
Three Burials,0
Jakob the Liar,0
Kiss Kiss Bang Bang,0
Idle Hands,0
Blood and Chocolate,4
You Will Meet a Tall Dark Stranger,0
Never Let Me Go,1
Transsiberian,0
Crazy in Alabama,5
The Clan of the Cave Bear,4
Funny Games,2
District B13,0
Felicia's Journey,4
The Assassin,0
Things to Do in Denver When You're Dead,0
The Return,0
Buffalo Soldiers,0
Centurion,3
On-Bak 2,4
Silent Trigger,0
The Midnight Meat Train,0
Winnie Mandela,0
The Son of No One,2
All the Queen's Men,0
The Good Night,0
Khumba,0
Chiamatemi Francesco - Il Papa della gente,1
Bathory: Countess of Blood,0
Dungeons & Dragons: Wrath of the Dragon God,0
Automata,0
Broken Horses,1
Pandaemonium,0
Shinjuku Incident,0
In Dubious Battle,5
Magic Mike XXL,0
Romeo + Juliet,0
Sarah's Key,2
Freedom,2
Manderlay,1
Pretty Woman,4
Fatal Attraction,2
Crocodile Dundee II,0
Born on the Fourth of July,1
Cool Runnings,0
Stomp the Yard,2
My Bloody Valentine,0
The Spy Who Loved Me,0
Urban Legend,0
Good Deeds,0
White Fang,0
Superstar,0
The Iron Lady,5
Poetic Justice,4
Jonah: A VeggieTales Movie,0
All About the Benjamins,0
Exorcist II: The Heretic,0
Our Family Wedding,1
Vampire in Brooklyn,0
An American Haunting,0
My Boss's Daughter,4
A Perfect Getaway,0
Thinner,5
Dead Man on Campus,0
Tea with Mussolini,5
"New York, New York",5
Jason X,0
Crooklyn,0
I Think I Love My Wife,0
Hot Tub Time Machine 2,0
Bobby,1
Head Over Heels,4
Fun Size,0
The Diving Bell and the Butterfly,1
Little Children,1
Gossip,0
A Walk on the Moon,1
Catch a Fire,4
Mr. Turner,5
Soul Survivors,0
Easy Virtue,4
Jefferson in Paris,0
Flipped,0
Caravans,4
Wild Grass,2
Amen.,0
The Lucky Ones,1
Reign of Assassins,0
Margaret,4
Stan Helsing,0
Brokeback Mountain,1
Clueless,0
Far from Heaven,0
Seven Psychopaths,0
Quills,0
The Caveman's Valentine,0
The Last Godfather,0
Under the Skin,4
The Sea Inside,1
No Good Deed,5
"Good Morning, Vietnam",0
Black Swan,0
Save the Last Dance,0
Justin Bieber: Never Say Never,0
Miracles from Heaven,4
Snow Day,3
The Butterfly Effect,0
The Shallows,0
A Nightmare on Elm Street 4: The Dream Master,4
This Christmas,0
About Last Night,0
"Dude, Where's My Car?",0
Young Guns,3
St. Vincent,4
Earth to Echo,3
10 Things I Hate About You,0
The New Guy,0
Loaded Weapon 1,5
The Big Hit,0
Child's Play 2,4
Harriet the Spy,0
21 & Over,1
The Mist,0
Ex Machina,4
Being John Malkovich,0
Two Can Play That Game,5
Admission,0
The Perks of Being a Wallflower,5
Crazy/Beautiful,0
Letters from Iwo Jima,1
54,4
The Astronaut Farmer,2
Dirty Work,0
Woo,0
Serial Mom,2
Dick,0
Light It Up,3
Bubble Boy,4
Birthday Girl,0
"Paris, je t'aime",0
Resurrecting the Champ,2
Chloe,0
The Widow of Saint-Pierre,0
Faithful,0
I Love You Phillip Morris,0
The Vatican Tapes,4
Find Me Guilty,0
Excessive Force,1
Infamous,0
Attack the Block,0
The Claim,3
In the Land of Blood and Honey,0
The Killer Inside Me,0
Womb,0
The Call,0
Operation Chromite,0
The Crocodile Hunter: Collision Course,1
Machete,2
Antwone Fisher,4
Quest for Fire,0
The Emperor's Club,5
True Romance,0
Sorority Row,3
Glengarry Glen Ross,5
The Boy in the Striped Pajamas,0
Cat People,4
The Prisoner of Zenda,5
Lars and the Real Girl,4
Solitary Man,0
Dancer in the Dark,5
Casino Jack,0
Oscar and Lucinda,2
The Funeral,2
Tae Guk Gi: The Brotherhood of War,0
The Perfect Game,3
Ernest & Celestine,1
The Land Before Time,5
The Fault in Our Stars,0
American Pie,0
Think Like a Man,0
Heaven Is for Real,0
The Golden Child,0
Star Trek II: The Wrath of Khan,0
Barbershop,0
WarGames,4
Ace Ventura: Pet Detective,0
Act of Valor,5
Witness,4
Step Up,0
Chronicle,0
Beavis and Butt-Head Do America,1
Project X,0
Jackie Brown,4
Yentl,0
Harold & Kumar Escape from Guantanamo Bay,2
Philomena,0
Time Bandits,4
Crossroads,0
Paper Towns,2
Quarantine,0
One Hour Photo,2
The Eye,4
Johnson Family Vacation,0
How High,0
Crank,0
The Muppet Christmas Carol,1
Katy Perry: Part of Me,1
Frida,0
Top Five,0
Rounders,4
Prophecy,0
Project Almanac,3
Just Wright,0
Stir of Echoes,2
Tales from the Crypt: Demon Knight,0
The Boys from Brazil,0
The Upside of Anger,2
Aquamarine,0
Nebraska,5
My Baby's Daddy,4
Max Keeble's Big Move,0
Young Adult,0
About Time,0
How to Be a Player,0
Living Out Loud,0
Rachel Getting Married,4
The Postman Always Rings Twice,1
Girl with a Pearl Earring,4
House of Flying Daggers,3
Sorority Boys,0
Cadillac Records,0
Arbitrage,0
Screwed,0
Running with Scissors,2
Fortress,1
For Greater Glory: The True Story of Cristiada,0
For Your Consideration,0
Celebrity,1
Invaders from Mars,0
Girl 6,0
In the Cut,4
Charlie Bartlett,0
Two Lovers,2
The Great Beauty,0
Last Orders,3
The Host,2
The Pursuit of D.B. Cooper,0
Ravenous,0
The Dangerous Lives of Altar Boys,3
Stoker,2
Married Life,0
2046,1
Duma,5
Darling Companion,1
Ondine,5
Brother,0
Welcome to Collinwood,0
The Life Before Her Eyes,0
Critical Care,4
Trade,0
Fateless,0
"A Woman, a Gun and a Noodle Shop",1
Breakfast of Champions,3
Cypher,5
City of Life and Death,0
Trash,0
5 Days of War,0
10 Days in a Madhouse,0
Legend of Kung Fu Rabbit,0
Space Battleship Yamato,0
Triangle,1
Drive Hard,0
Dancin': It's On!,4
A Tale of Three Cities,0
Maadadayo,0
Pet Sematary,4
Dirty Grandpa,0
The Cry of the Owl,4
St. Trinian's,3
Gremlins,0
Doctor Zhivago,1
The Fighter,0
High School Musical 3: Senior Year,0
Jackass Number Two,0
My Cousin Vinny,0
If I Stay,1
Major League,1
Phone Booth,0
A Walk to Remember,1
Dead Man Walking,0
Brooklyn,5
Cruel Intentions,0
The Secret Life of Bees,0
Woman in Gold,2
History of the World: Part I,0
Saw VI,0
Corky Romano,1
Raising Cain,1
F.I.S.T.,0
Quartet,0
Out Cold,0
The Ladies Man,1
Tomcats,0
Inside Llewyn Davis,4
Frailty,0
Army of Darkness,0
Kinsey,0
What's Eating Gilbert Grape,2
Slackers,0
The Visual Bible: The Gospel of John,1
Vera Drake,2
The Guru,0
O,5
The Perez Family,3
The Molly Maguires,3
Return to the Blue Lagoon,1
Romance & Cigarettes,0
Copying Beethoven,0
Brighton Rock,0
La Famille Bélier,0
LOL,0
Misconduct,4
Saw V,3
Machine Gun McCain,0
Jindabyne,0
Kabhi Alvida Naa Kehna,0
An Ideal Husband,0
Darkness,2
The Last Days on Mars,3
E.T. the Extra-Terrestrial,0
In the Land of Women,0
The Blue Butterfly,0
Housefull,0
September Dawn,3
The Grudge,5
Saw III,0
The Purge: Election Year,0
Bring It On,0
She's All That,0
Saw IV,0
Madea's Family Reunion,2
White Noise,5
The Color of Money,0
Insidious: Chapter 3,2
The Mighty Ducks,0
The Best Exotic Marigold Hotel,0
Bill & Ted's Excellent Adventure,0
The Longest Day,1
Happy Gilmore,0
Jeepers Creepers,0
Oliver!,3
Recess: School's Out,0
Mad Max Beyond Thunderdome,3
Pete's Dragon,1
The Boy,5
Commando,3
Devil,3
Friday After Next,1
The Second Best Exotic Marigold Hotel,0
The Last Dragon,4
The Lawnmower Man,0
Nick and Norah's Infinite Playlist,1
Dogma,5
The Banger Sisters,0
Road House,0
Twilight Zone: The Movie,1
A Low Down Dirty Shame,0
One Direction: This Is Us,0
Swimfan,0
Employee of the Month,0
Sinister 2,4
The Forest,4
The Fourth Kind,0
The Outsiders,1
Can't Hardly Wait,0
Sparkle,3
Mud,4
The Dead Zone,0
Skyline,0
Valentine,0
A Prairie Home Companion,0
Reno 911!: Miami,0
Sugar Hill,0
Kit Kittredge: An American Girl,4
Invasion U.S.A.,0
Roll Bounce,0
Rushmore,1
Tremors,0
The Perfect Man,0
Mo' Better Blues,0
Kung Pow: Enter the Fist,0
Wrong Turn,0
The Long Riders,1
The Corruptor,0
"The Goods: Live Hard, Sell Hard",0
My Week with Marilyn,1
Big Eyes,0
Hey Arnold! The Movie,0
The Matador,0
Love Jones,4
The Gift,4
End of the Spear,0
Get Over It,0
Office Space,0
Drop Dead Gorgeous,0
The Red Violin,0
Very Bad Things,0
Sleepover,0
Movie 43,0
Body Double,4
MacGruber,0
Dirty Pretty Things,5
Bad Words,0
While We're Young,4
Over Her Dead Body,0
Seeking a Friend for the End of the World,0
Cedar Rapids,0
The Collection,1
Teacher's Pet,0
Deuces Wild,0
"Run, Fatboy, Run",0
Heartbeeps,2
Danny Collins,5
Rescue Dawn,0
Black or White,0
I Am Love,2
On the Line,0
"Jeff, Who Lives at Home",0
Crash,0
Atlas Shrugged II: The Strike,0
Romeo Is Bleeding,0
The Limey,5
Rosewater,0
The House of Mirth,4
Malone,2
Peaceful Warrior,0
Bucky Larson: Born to Be a Star,0
Bamboozled,0
Sphinx,1
The Iceman,1
A Better Life,0
Spider,0
Gun Shy,5
Nicholas Nickleby,2
The Joneses,2
Krrish,1
Killer Joe,4
Cecil B. DeMented,3
Owning Mahowny,0
The Brothers Solomon,0
My Blueberry Nights,4
Illuminata,0
Coriolanus,0
Swept Away,0
"War, Inc.",0
Shaolin Soccer,4
The Brown Bunny,4
The Swindle,0
The Chambermaid on the Titanic,0
Imaginary Heroes,2
High Heels and Low Lifes,0
World's Greatest Dad,0
"Cinco de Mayo, La Batalla",0
Welcome to the Rileys,4
Free Style,2
Severance,3
Edmond,0
The Good the Bad the Weird,1
Police Academy: Mission to Moscow,1
Blood Done Sign My Name,1
The Good Guy,4
Motherhood,0
Eulogy,2
Elsa & Fred,0
An Alan Smithee Film: Burn Hollywood Burn,0
The Open Road,0
Strangerland,2
Of Horses and Men,1
The Janky Promoters,0
Blonde Ambition,4
The Oxford Murders,0
Barbecue,0
The Reef,0
White Noise 2: The Light,2
It's a Wonderful Afterlife,0
You Got Served: Beat the World,0
Fifty Dead Men Walking,4
Plastic,0
Jungle Shuffle,0
Adam Resurrected,0
The Devil's Tomb,3
Good Intentions,0
Partition,4
Detention,3
Nurse 3D,0
Into the Grizzly Maze,0
Kicks,0
American Heist,0
Gunless,0
Adventureland,0
Amour,2
The Lost City,2
Next Friday,0
You Only Live Twice,0
Poltergeist III,0
The Runaways,1
Gentlemen Broncos,0
Re-Kill,0
It's a Mad Mad Mad Mad World,1
Volver,2
Melancholia,0
Heavy Metal,4
Jab Tak Hai Jaan,5
Richard III,1
Kites,0
Red Dog,0
Loose Cannons,2
The Texas Chain Saw Massacre,2
Fiddler on the Roof,0
The Purge: Anarchy,0
Thunderball,1
The Wailing,0
Set It Off,0
The Best Man,0
Child's Play,0
Sicko,0
Trading Places,0
Down to You,4
Harold & Kumar Go to White Castle,0
The Contender,0
Boiler Room,0
Black Christmas,5
The Ice Pirates,0
Breakin' All the Rules,0
Glee: The 3D Concert Movie,0
Henry V,4
The Savages,0
Chasing Papi,1
The Way of the Gun,0
Hamlet 2,0
Igby Goes Down,4
PCU,0
The Ultimate Gift,0
Gracie,0
Trust the Man,2
Velvet Goldmine,0
Undiscovered,3
Princess Kaiulani,1
The Legend of Suriyothai,0
Two Evil Eyes,0
The Girl on the Train,4
Red Riding: The Year of Our Lord 1974,0
All or Nothing,0
Flame and Citron,3
Opal Dream,4
Skin Trade,2
Beneath Hill 60,0
Veronika Decides to Die,2
Barbarella,0
The Haunting in Connecticut 2: Ghosts of Georgia,2
Greater,1
Polisse,0
"Ultramarines: A Warhammer 40,000 Movie",1
Crocodile Dundee,5
The I Inside,5
Awake,1
Crazy Heart,0
The DUFF,0
Nightcrawler,0
The Lost Boys,2
The Rose,1
Baggage Claim,2
Shipwrecked,4
Election,0
The Namesake,0
All Is Lost,2
Club Dread,0
Bright Star,1
Silmido,0
Repo! The Genetic Opera,1
Limbo,4
The Wind That Shakes the Barley,0
The City of Your Final Destination,0
Valley of the Wolves: Iraq,1
Quo Vadis,0
The Sound of Music,4
The Muppet Movie,0
Splash,4
Little Miss Sunshine,2
Easy A,0
28 Days Later...,0
Escape from Alcatraz,0
You Got Served,3
50/50,0
A Thin Line Between Love and Hate,5
Brown Sugar,0
That Awkward Moment,0
Shutter,0
Howards End,4
Modern Problems,0
On Her Majesty's Secret Service,0
Much Ado About Nothing,0
Akeelah and the Bee,4
New Nightmare,0
Drive Me Crazy,0
Enough Said,4
Half Baked,1
New in Town,0
Begin Again,4
American Psycho,0
The Good Girl,0
Bon Cop Bad Cop,0
The Boondock Saints II: All Saints Day,1
Prom,3
The Inkwell,2
Shadow of the Vampire,1
It's Kind of a Funny Story,0
The Pallbearer,4
Woman on Top,0
Held Up,0
Anomalisa,0
Another Year,2
Showdown in Little Tokyo,0
8 Women,4
Clay Pigeons,4
Made in Dagenham,0
When Did You Last See Your Father?,1
The Secret of Kells,4
Prefontaine,4
The Wicked Lady,0
Down in the Valley,4
Brooklyn Rules,0
The Singing Detective,0
Fido,0
Restless,4
The Land Girls,4
The Wendell Baker Story,0
Wild Target,0
Pathology,3
10th & Wolf,0
Aloft,0
Dear Wendy,4
Akira,3
My Lucky Star,4
The Death and Life of Bobby Z,0
The Rocket,1
Swelter,0
Green Street 3: Never Back Down,5
Mr. Church,2
Code of Honor,0
A Street Cat Named Bob,1
Imagine Me & You,2
Swimming Pool,0
The Blood of Heroes,3
Far from Men,0
Driving Miss Daisy,5
Soul Food,2
500 Days of Summer,4
Rumble in the Bronx,4
Thank You for Smoking,0
Hostel: Part II,0
An Education,0
Extract,0
Narc,0
Shopgirl,4
The Hotel New Hampshire,2
Men with Brooms,0
Witless Protection,1
The Work and the Glory,2
Albert Nobbs,0
The Neon Demon,3
Masked and Anonymous,0
Alias Betty,4
Code 46,0
The Hole,0
Black November,0
Outside Bet,3
Pound of Flesh,4
Ta Ra Rum Pum,0
Persepolis,0
Harry Brown,5
The Wave,0
Diamonds Are Forever,0
The Omega Code,0
Juno,4
Magic Mike,0
Flashdance,4
The Piano,4
Jumping the Broom,0
Live and Let Die,0
My Dog Skip,0
Darkness Falls,0
"Definitely, Maybe",0
"Good Night, and Good Luck.",0
Capote,2
The Descent,0
Desperado,0
Logan's Run,5
The Man with the Golden Gun,0
Action Jackson,0
Dope,0
The Devil's Rejects,2
Devil's Due,2
Flirting with Disaster,4
Beyond the Lights,1
In Too Deep,0
House of 1000 Corpses,2
Alien Zone,4
A Serious Man,0
Get Low,0
A Single Man,5
Warlock,0
The Last Temptation of Christ,1
Outside Providence,2
Cyrus,0
Bride & Prejudice,2
Rabbit-Proof Fence,0
Split Second,0
The Other Side of Heaven,0
Redbelt,0
